volume,zero_nmse,zero_ssim,zero_psnr,recon_val_loss,recon_nmse,recon_ssim,recon_psnr,nmse_absolute_reduction,nmse_relative_reduction_percent,ssim_absolute_improvement,psnr_improvement_db
file1001598,0.07449413569308935,0.46186626,24.752281329338164,7.3884007e-06,0.027920163238230784,0.6078472,29.01432190086673,0.04657397245485857,62.52032058837502,0.14598095,4.262040571528566
file1001643,0.0775988551191469,0.5621856,27.52558010489991,5.9506688e-06,0.040954662401553835,0.6577196,30.301103063291322,0.03664419271759306,47.22259453612918,0.09553403,2.775522958391413
file1001650,0.08815382151928397,0.7453774,29.43213379616267,1.1133972e-05,0.01433733132176891,0.8986769,37.31986313067325,0.07381649019751506,83.73600704464914,0.15329945,7.887729334510578
file1001651,0.07507853568947415,0.5503163,28.318889707573813,4.8598895e-06,0.040223976363268125,0.6601769,31.029208428741867,0.03485455932620602,46.42413308427452,0.1098606,2.710318721168054
file1001655,0.07094782320899946,0.65784746,29.19472246934497,6.283619e-06,0.03465731777736224,0.7629073,32.306168575752885,0.03629050543163723,51.15097798664232,0.10505986,3.1114461064079144
file1001668,0.044255211811591824,0.77875936,29.9775441869511,9.568771e-06,0.008116526926788227,0.90239495,37.34348918454749,0.036138684884803596,81.65972640388028,0.12363559,7.365944997596387
file1001687,0.06043323869048713,0.7121002,30.673353963421185,8.5657475e-06,0.020835728476861576,0.8380599,35.298026577386196,0.03959751021362556,65.52273396504008,0.1259597,4.624672613965011
file1001689,0.06990582686903134,0.6276343,29.135944878653753,4.933169e-06,0.03342188850031792,0.72942144,32.340779595061115,0.036483938368713414,52.19012491915177,0.10178715,3.204834716407362
file1001703,0.14901993569275213,0.4137541,25.986448799675166,5.925063e-06,0.09743085310915113,0.48776886,27.831932489077165,0.051589082583600995,34.618913465354645,0.07401475,1.8454836894019984
file1001715,0.08473205693757849,0.4398032,23.793122497361466,1.736156e-05,0.04073005012394245,0.57598543,26.974456433105203,0.04400200681363604,51.93076670622078,0.13618222,3.181333935743737
file1001726,0.0740515197692527,0.60808337,30.13232601982013,4.417168e-06,0.038565272107574246,0.72884434,32.9657051488477,0.035486247661678454,47.921025486384245,0.12076098,2.8333791290275663
file1001759,0.0729029946575205,0.7341817,29.55313703349093,9.6120575e-06,0.017767562910913987,0.88042104,35.68430806019906,0.05513543174660651,75.62848687577043,0.14623934,6.131171026708127
file1001763,0.045374963262755086,0.77318114,30.231109964209743,1.3202099e-05,0.008307503958846529,0.91306424,37.604589297381615,0.037067459303908555,81.69143650708905,0.1398831,7.373479333171872
file1001793,0.06533037832942296,0.58260596,27.762693458129306,1.0233255e-05,0.03093584091130307,0.69275874,31.009229372462155,0.03439453741811989,52.64708133892677,0.11015278,3.246535914332849
file1001798,0.1545422102934713,0.29869258,23.054659806771646,5.9456693e-06,0.09843993540806659,0.3758258,25.013422256048152,0.0561022748854047,36.30223404911064,0.07713321,1.958762449276506
